Date,Description,Amount,Extended Details,Appears On Your Statement As,Address,Town/City,Postcode,Country,Reference,Category
19/07/2023,JUST EAT.CO.UK LTD      LONDON,32.43,,JUST EAT.CO.UK LTD      LONDON,"FLEET PLACE HOUSE
2 FLEET PLACE",LONDON,EC4M 7RF,UNITED KINGDOM OF GB AND NI,'AT232010047000010137928',Entertainment-Restaurants
19/07/2023,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,3.60,,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,"CUSTOMER EXPERIENCE 4TH FLOOR
FAO SIMON FINE WINDSOR HOUSE
42-50 VICTORIA STREET",LONDON,SW1H 0TL,UNITED KINGDOM OF GB AND NI,'AT232010047000010141944',Travel-Other Travel
18/07/2023,AMZNMKTPLACE            AMAZON.CO.UK,32.47,,AMZNMKTPLACE            AMAZON.CO.UK,"1 PRINCIPAL PLACE
WORSHIP ST",LONDON,EC2A 2BA,UNITED KINGDOM OF GB AND NI,'AT232000077000010014606',General Purchases-Online Purchases
18/07/2023,DELIVEROO DELIVEROO     UNITED KINGDOM,12.19,,DELIVEROO DELIVEROO     UNITED KINGDOM,"THE RIVER BUILDING
LEVEL 1 CANNON BRIDGE HOUSE
1 COUSIN LANE",LONDON,EC4R 3TE,UNITED KINGDOM OF GB AND NI,'AT232000047000010182618',Entertainment-Restaurants
18/07/2023,DELIVEROO DELIVEROO     UNITED KINGDOM,19.39,,DELIVEROO DELIVEROO     UNITED KINGDOM,"THE RIVER BUILDING
LEVEL 1 CANNON BRIDGE HOUSE
1 COUSIN LANE",LONDON,EC4R 3TE,UNITED KINGDOM OF GB AND NI,'AT232000047000010166744',Entertainment-Restaurants
18/07/2023,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,3.55,,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,"CUSTOMER EXPERIENCE 4TH FLOOR
FAO SIMON FINE WINDSOR HOUSE
42-50 VICTORIA STREET",LONDON,SW1H 0TL,UNITED KINGDOM OF GB AND NI,'AT232000047000010150269',Travel-Other Travel
17/07/2023,DELIVEROO DELIVEROO     UNITED KINGDOM,12.19,,DELIVEROO DELIVEROO     UNITED KINGDOM,"THE RIVER BUILDING
LEVEL 1 CANNON BRIDGE HOUSE
1 COUSIN LANE",LONDON,EC4R 3TE,UNITED KINGDOM OF GB AND NI,'AT231990036000010152787',Entertainment-Restaurants
17/07/2023,GLOBALE*/TRUE CLASSIC   LONDON,148.36,,GLOBALE*/TRUE CLASSIC   LONDON,154 CLERKENWELL ROAD,LONDON,EC1R 5AB,UNITED KINGDOM OF GB AND NI,'AT231990036000010172183',General Purchases-Online Purchases
17/07/2023,JUST EAT.CO.UK LTD      LONDON,14.27,,JUST EAT.CO.UK LTD      LONDON,"FLEET PLACE HOUSE
2 FLEET PLACE",LONDON,EC4M 7RF,UNITED KINGDOM OF GB AND NI,'AT231990036000010139631',Entertainment-Restaurants
16/07/2023,AMZNMKTPLACE            AMAZON.CO.UK,9.49,,AMZNMKTPLACE            AMAZON.CO.UK,"1 PRINCIPAL PLACE
WORSHIP ST",LONDON,EC2A 2BA,UNITED KINGDOM OF GB AND NI,'AT231980047000010198604',General Purchases-Online Purchases
16/07/2023,AMZNMKTPLACE            AMAZON.CO.UK,16.24,,AMZNMKTPLACE            AMAZON.CO.UK,"1 PRINCIPAL PLACE
WORSHIP ST",LONDON,EC2A 2BA,UNITED KINGDOM OF GB AND NI,'AT231990036000010132887',General Purchases-Online Purchases
16/07/2023,AMZNMKTPLACE            AMAZON.CO.UK,27.98,,AMZNMKTPLACE            AMAZON.CO.UK,"1 PRINCIPAL PLACE
WORSHIP ST",LONDON,EC2A 2BA,UNITED KINGDOM OF GB AND NI,'AT231990036000010132736',General Purchases-Online Purchases
16/07/2023,DELIVEROO DELIVEROO     UNITED KINGDOM,12.89,,DELIVEROO DELIVEROO     UNITED KINGDOM,"THE RIVER BUILDING
LEVEL 1 CANNON BRIDGE HOUSE
1 COUSIN LANE",LONDON,EC4R 3TE,UNITED KINGDOM OF GB AND NI,'AT231980047000010168347',Entertainment-Restaurants
16/07/2023,DELIVEROO DELIVEROO     UNITED KINGDOM,53.38,,DELIVEROO DELIVEROO     UNITED KINGDOM,"THE RIVER BUILDING
LEVEL 1 CANNON BRIDGE HOUSE
1 COUSIN LANE",LONDON,EC4R 3TE,UNITED KINGDOM OF GB AND NI,'AT231980047000010168358',Entertainment-Restaurants
16/07/2023,HERMANOS COLOMBIAN COFF LONDON,21.05,,HERMANOS COLOMBIAN COFF LONDON,7 BLACKHORSE LANE,LONDON,E17 6DS,UNITED KINGDOM OF GB AND NI,'AT231970039000010184721',Entertainment-Bars & Cafés
16/07/2023,SP HARVEY SALT SHOP     OLD WOKING,23.99,,SP HARVEY SALT SHOP     OLD WOKING,HIPLEY STREET,OLD WOKING,GU22,UNITED KINGDOM OF GB AND NI,'AT231970058000010012357',Business Services-Other Services
16/07/2023,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,3.00,,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,"CUSTOMER EXPERIENCE 4TH FLOOR
FAO SIMON FINE WINDSOR HOUSE
42-50 VICTORIA STREET",LONDON,SW1H 0TL,UNITED KINGDOM OF GB AND NI,'AT231980047000010160339',Travel-Other Travel
16/07/2023,W H SMITH               LONDON,2.09,GOODS,W H SMITH               LONDON,"STATION SHOP
WATERLOO",LONDON,SE1 7NQ,UNITED KINGDOM OF GB AND NI,'AT231980047000010152860',Business Services-Office Supplies
15/07/2023,DELIVEROO DELIVEROO     UNITED KINGDOM,12.19,,DELIVEROO DELIVEROO     UNITED KINGDOM,"THE RIVER BUILDING
LEVEL 1 CANNON BRIDGE HOUSE
1 COUSIN LANE",LONDON,EC4R 3TE,UNITED KINGDOM OF GB AND NI,'AT231970039000010225292',Entertainment-Restaurants
15/07/2023,JUST EAT.CO.UK LTD      LONDON,17.24,,JUST EAT.CO.UK LTD      LONDON,"FLEET PLACE HOUSE
2 FLEET PLACE",LONDON,EC4M 7RF,UNITED KINGDOM OF GB AND NI,'AT231970039000010207993',Entertainment-Restaurants
15/07/2023,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,3.60,,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,"CUSTOMER EXPERIENCE 4TH FLOOR
FAO SIMON FINE WINDSOR HOUSE
42-50 VICTORIA STREET",LONDON,SW1H 0TL,UNITED KINGDOM OF GB AND NI,'AT231970039000010227043',Travel-Other Travel
15/07/2023,TRAINLINE               EDINBURGH,10.04,,TRAINLINE               EDINBURGH,"TRAINLINE
3RD FLOOR
120 HOLBORN",LONDON,EC1N 2TD,UNITED KINGDOM OF GB AND NI,'AT231980047000010171306',Travel-Rail Services
14/07/2023,APPLE.COM/BILL          HOLLYHILL,4.99,,APPLE.COM/BILL          HOLLYHILL,"SUBMISSIONS UK
8-10 MATHIAS HARDT
LUXEMBOURG",,L-0717,LUXEMBOURG,'AT231950075000010016969',General Purchases-Computer Supplies
13/07/2023,DELIVEROO DELIVEROO     UNITED KINGDOM,24.68,,DELIVEROO DELIVEROO     UNITED KINGDOM,"THE RIVER BUILDING
LEVEL 1 CANNON BRIDGE HOUSE
1 COUSIN LANE",LONDON,EC4R 3TE,UNITED KINGDOM OF GB AND NI,'AT231950047000010182521',Entertainment-Restaurants
13/07/2023,Google YouTubePremium   SAO PAULO,3.47,"Foreign Spend Amount: 20,90 BRAZILIAN REAL Commission Amount: 0.10 Currency Exchange Rate: 6.2017",Google YouTubePremium   SAO PAULO,"AV BRIG FARIA LIMA
SAO PAULO",,04538133,BRAZIL,'AT231950047000010194722',General Purchases-Online Purchases
13/07/2023,JUST EAT.CO.UK LTD      LONDON,16.79,,JUST EAT.CO.UK LTD      LONDON,"FLEET PLACE HOUSE
2 FLEET PLACE",LONDON,EC4M 7RF,UNITED KINGDOM OF GB AND NI,'AT231950047000010193263',Entertainment-Restaurants
12/07/2023,AMZNMKTPLACE            AMAZON.CO.UK,4.99,,AMZNMKTPLACE            AMAZON.CO.UK,"1 PRINCIPAL PLACE
WORSHIP ST",LONDON,EC2A 2BA,UNITED KINGDOM OF GB AND NI,'AT231960039000010163770',General Purchases-Online Purchases
12/07/2023,DELIVEROO DELIVEROO     UNITED KINGDOM,21.30,,DELIVEROO DELIVEROO     UNITED KINGDOM,"THE RIVER BUILDING
LEVEL 1 CANNON BRIDGE HOUSE
1 COUSIN LANE",LONDON,EC4R 3TE,UNITED KINGDOM OF GB AND NI,'AT231940044000010172762',Entertainment-Restaurants
12/07/2023,Google Storage          SAO PAULO,1.15,"Foreign Spend Amount: 6,99 BRAZILIAN REAL Commission Amount: 0.03 Currency Exchange Rate: 6.241",Google Storage          SAO PAULO,"AV BRIG FARIA LIMA
SAO PAULO",,04538133,BRAZIL,'AT231950047000010194721',Business Services-Internet Services
11/07/2023,AMZNMKTPLACE            AMAZON.CO.UK,31.29,,AMZNMKTPLACE            AMAZON.CO.UK,"1 PRINCIPAL PLACE
WORSHIP ST",LONDON,EC2A 2BA,UNITED KINGDOM OF GB AND NI,'AT231920079000010023450',General Purchases-Online Purchases
11/07/2023,BOOTS THE CHEMIST       LONDON,19.36,MERCHANDISE,BOOTS THE CHEMIST       LONDON,2 TOTTENHAM HALE RETAIL PK,LONDON,N15 4QD,UNITED KINGDOM OF GB AND NI,'AT231920046000010181614',General Purchases-Pharmacies
11/07/2023,TESCO STORE 6490 6490TE LONDON,5.70,,TESCO STORE 6490 6490TE LONDON,HALE VILLAGE,LONDON,N17 9NE,UNITED KINGDOM OF GB AND NI,'AT231920046000010137611',General Purchases-Groceries
11/07/2023,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,1.80,,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,"CUSTOMER EXPERIENCE 4TH FLOOR
FAO SIMON FINE WINDSOR HOUSE
42-50 VICTORIA STREET",LONDON,SW1H 0TL,UNITED KINGDOM OF GB AND NI,'AT231930047000010149273',Travel-Other Travel
10/07/2023,OMOTESANDO KOFFEE       London,3.70,,OMOTESANDO KOFFEE       London,8 NEWMAN STREET,LONDON,W1T 1PB,UNITED KINGDOM OF GB AND NI,'AT231910048000010173138',Entertainment-Bars & Cafés
10/07/2023,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,6.00,,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,"CUSTOMER EXPERIENCE 4TH FLOOR
FAO SIMON FINE WINDSOR HOUSE
42-50 VICTORIA STREET",LONDON,SW1H 0TL,UNITED KINGDOM OF GB AND NI,'AT231920046000010159884',Travel-Other Travel
10/07/2023,YOURCOCA-COLA GBP YOURC UNITED KINGDOM,24.50,,YOURCOCA-COLA GBP YOURC UNITED KINGDOM,"1-2 THE STABLES
GADBROOK PARK",NORTHWICH,CW9 7RA,UNITED KINGDOM OF GB AND NI,'AT231910048000010163799',General Purchases-Online Purchases
10/07/2023,YOURCOCA-COLA GBP YOURC UNITED KINGDOM,24.50,,YOURCOCA-COLA GBP YOURC UNITED KINGDOM,"1-2 THE STABLES
GADBROOK PARK",NORTHWICH,CW9 7RA,UNITED KINGDOM OF GB AND NI,'AT231910048000010163800',General Purchases-Online Purchases
10/07/2023,YOURCOCA-COLA GBP YOURC UNITED KINGDOM,24.50,,YOURCOCA-COLA GBP YOURC UNITED KINGDOM,"1-2 THE STABLES
GADBROOK PARK",NORTHWICH,CW9 7RA,UNITED KINGDOM OF GB AND NI,'AT231910048000010163801',General Purchases-Online Purchases
09/07/2023,DELIVEROO DELIVEROO     UNITED KINGDOM,15.44,,DELIVEROO DELIVEROO     UNITED KINGDOM,"THE RIVER BUILDING
LEVEL 1 CANNON BRIDGE HOUSE
1 COUSIN LANE",LONDON,EC4R 3TE,UNITED KINGDOM OF GB AND NI,'AT231910048000010177717',Entertainment-Restaurants
09/07/2023,DELIVEROO DELIVEROO     UNITED KINGDOM,27.94,,DELIVEROO DELIVEROO     UNITED KINGDOM,"THE RIVER BUILDING
LEVEL 1 CANNON BRIDGE HOUSE
1 COUSIN LANE",LONDON,EC4R 3TE,UNITED KINGDOM OF GB AND NI,'AT231900037000010173898',Entertainment-Restaurants
09/07/2023,OCADO                   HATFIELD,59.70,,OCADO                   HATFIELD,"TITAN COURT
3 BISHOPS SQUARE BUSINESS PARK",HATFIELD,AL10 9NE,UNITED KINGDOM OF GB AND NI,'AT231910048000010184115',General Purchases-Groceries
08/07/2023,APPLE.COM/BILL          HOLLYHILL,5.99,,APPLE.COM/BILL          HOLLYHILL,"SUBMISSIONS UK
8-10 MATHIAS HARDT
LUXEMBOURG",,L-0717,LUXEMBOURG,'AT231900059000010013261',General Purchases-Computer Supplies
08/07/2023,DELIVEROO DELIVEROO     UNITED KINGDOM,15.44,,DELIVEROO DELIVEROO     UNITED KINGDOM,"THE RIVER BUILDING
LEVEL 1 CANNON BRIDGE HOUSE
1 COUSIN LANE",LONDON,EC4R 3TE,UNITED KINGDOM OF GB AND NI,'AT231900037000010192838',Entertainment-Restaurants
08/07/2023,JUST EAT.CO.UK LTD      LONDON,24.25,,JUST EAT.CO.UK LTD      LONDON,"FLEET PLACE HOUSE
2 FLEET PLACE",LONDON,EC4M 7RF,UNITED KINGDOM OF GB AND NI,'AT231890040000010155462',Entertainment-Restaurants
07/07/2023,FIVE GUYS               LONDON,6.15,,FIVE GUYS               LONDON,"THE LIGHTHOUSE
288-297 PENTONVILLE ROAD",LONDON,N1 9NP,UNITED KINGDOM OF GB AND NI,'AT231890040000010167375',Entertainment-Restaurants
07/07/2023,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,7.75,,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,"CUSTOMER EXPERIENCE 4TH FLOOR
FAO SIMON FINE WINDSOR HOUSE
42-50 VICTORIA STREET",LONDON,SW1H 0TL,UNITED KINGDOM OF GB AND NI,'AT231890040000010161145',Travel-Other Travel
06/07/2023,JLCPCB.COM              SHATIN,6.12,Foreign Spend Amount: 7.55 UNITED STATES DOLLAR Commission Amount: 0.18 Currency Exchange Rate: 1.271,JLCPCB.COM              SHATIN,"""UNIT 21 ON 28TH FLOOR, METROPOLE SQUARE,""
SHATIN",,,HONG KONG,'AT231880045000010175620',Business Services-Professional Services
05/07/2023,AMZNMKTPLACE            AMAZON.CO.UK,21.99,,AMZNMKTPLACE            AMAZON.CO.UK,"1 PRINCIPAL PLACE
WORSHIP ST",LONDON,EC2A 2BA,UNITED KINGDOM OF GB AND NI,'AT231870047000010173784',General Purchases-Online Purchases
05/07/2023,DKC DIGI-KEY CORP       218-681-6674,69.16,,DKC DIGI-KEY CORP       218-681-6674,701 BRKS AVE,THIEF RIVER FALLS,56701,UNITED STATES,'AT231880075000010014506',General Purchases-Wholesale Stores
05/07/2023,JUST EAT.CO.UK LTD      LONDON,-2.29,,JUST EAT.CO.UK LTD      LONDON,"FLEET PLACE HOUSE
2 FLEET PLACE",LONDON,EC4M 7RF,UNITED KINGDOM OF GB AND NI,'AT231860037000010145064',Entertainment-Restaurants
05/07/2023,KINTAN                  LONDON,63.84,,KINTAN                  LONDON,21 GREAT CASTLE ST,LONDON,W1G 0HY,UNITED KINGDOM OF GB AND NI,'AT231870047000010153952',Entertainment-Restaurants
05/07/2023,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,6.00,,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,"CUSTOMER EXPERIENCE 4TH FLOOR
FAO SIMON FINE WINDSOR HOUSE
42-50 VICTORIA STREET",LONDON,SW1H 0TL,UNITED KINGDOM OF GB AND NI,'AT231870047000010141043',Travel-Other Travel
04/07/2023,EBAY COMMERCE UK LTD*EB LONDON,27.00,,EBAY COMMERCE UK LTD*EB LONDON,HOTHAM HOUSE 1 HERON SQUARE,RICHMOND,TW9 1EJ,UNITED KINGDOM OF GB AND NI,'AT231850036000010137471',General Purchases-Online Purchases
04/07/2023,JUST EAT.CO.UK LTD      LONDON,23.25,,JUST EAT.CO.UK LTD      LONDON,"FLEET PLACE HOUSE
2 FLEET PLACE",LONDON,EC4M 7RF,UNITED KINGDOM OF GB AND NI,'AT231860037000010145051',Entertainment-Restaurants
03/07/2023,AMZNMKTPLACE            AMAZON.CO.UK,11.40,,AMZNMKTPLACE            AMAZON.CO.UK,"1 PRINCIPAL PLACE
WORSHIP ST",LONDON,EC2A 2BA,UNITED KINGDOM OF GB AND NI,'AT231850036000010151619',General Purchases-Online Purchases
03/07/2023,DELIVEROO,-5.00,DeliverooGoldBenefit,DELIVEROO,"THE RIVER BUILDING
LEVEL 1 CANNON BRIDGE HOUSE
1 COUSIN LANE",LONDON,EC4R 3TE,UNITED KINGDOM OF GB AND NI,'AT231850036000010140200',Entertainment-Restaurants
03/07/2023,EBAY COMMERCE UK LTD*EB LONDON,14.36,,EBAY COMMERCE UK LTD*EB LONDON,HOTHAM HOUSE 1 HERON SQUARE,RICHMOND,TW9 1EJ,UNITED KINGDOM OF GB AND NI,'AT231840046000010155305',General Purchases-Online Purchases
03/07/2023,JLCPCB.COM              SHATIN,7.36,Foreign Spend Amount: 9.02 UNITED STATES DOLLAR Commission Amount: 0.21 Currency Exchange Rate: 1.2615,JLCPCB.COM              SHATIN,"""UNIT 21 ON 28TH FLOOR, METROPOLE SQUARE,""
SHATIN",,,HONG KONG,'AT231840046000010158673',Business Services-Professional Services
03/07/2023,OCADO                   HATFIELD,47.44,,OCADO                   HATFIELD,"TITAN COURT
3 BISHOPS SQUARE BUSINESS PARK",HATFIELD,AL10 9NE,UNITED KINGDOM OF GB AND NI,'AT231840046000010158462',General Purchases-Groceries
02/07/2023,AMZNMKTPLACE            AMAZON.CO.UK,9.62,,AMZNMKTPLACE            AMAZON.CO.UK,"1 PRINCIPAL PLACE
WORSHIP ST",LONDON,EC2A 2BA,UNITED KINGDOM OF GB AND NI,'AT231840074000010016977',General Purchases-Online Purchases
02/07/2023,APPLE.COM/BILL          HOLLYHILL,6.99,,APPLE.COM/BILL          HOLLYHILL,"SUBMISSIONS UK
8-10 MATHIAS HARDT
LUXEMBOURG",,L-0717,LUXEMBOURG,'AT231840074000010018786',General Purchases-Computer Supplies
02/07/2023,DELIVEROO,-5.00,DeliverooGoldBenefit,DELIVEROO,1 COUSIN LANE,LONDON,EC4R 3TE,UNITED KINGDOM OF GB AND NI,'AT231850036000010140363',Entertainment-Restaurants
02/07/2023,DELIVEROO DELIVEROO     UNITED KINGDOM,15.44,,DELIVEROO DELIVEROO     UNITED KINGDOM,"THE RIVER BUILDING
LEVEL 1 CANNON BRIDGE HOUSE
1 COUSIN LANE",LONDON,EC4R 3TE,UNITED KINGDOM OF GB AND NI,'AT231840046000010167174',Entertainment-Restaurants
02/07/2023,DKC DIGI-KEY CORP       218-681-6674,44.05,,DKC DIGI-KEY CORP       218-681-6674,701 BRKS AVE,THIEF RIVER FALLS,56701,UNITED STATES,'AT231850074000010017116',General Purchases-Wholesale Stores
02/07/2023,"MOUSER ELECTRONICS, INC MANSFIELD",64.96,,"MOUSER ELECTRONICS, INC MANSFIELD",1000 N MAIN ST,MANSFIELD,76063,UNITED STATES,'AT231850036000010165686',General Purchases-Wholesale Stores
01/07/2023,AMZNMKTPLACE            AMAZON.CO.UK,4.99,,AMZNMKTPLACE            AMAZON.CO.UK,"1 PRINCIPAL PLACE
WORSHIP ST",LONDON,EC2A 2BA,UNITED KINGDOM OF GB AND NI,'AT231840046000010158224',General Purchases-Online Purchases
01/07/2023,AMZNMKTPLACE            AMAZON.CO.UK,186.18,,AMZNMKTPLACE            AMAZON.CO.UK,"1 PRINCIPAL PLACE
WORSHIP ST",LONDON,EC2A 2BA,UNITED KINGDOM OF GB AND NI,'AT231830059000010021084',General Purchases-Online Purchases
01/07/2023,DELIVEROO DELIVEROO     UNITED KINGDOM,19.48,,DELIVEROO DELIVEROO     UNITED KINGDOM,"THE RIVER BUILDING
LEVEL 1 CANNON BRIDGE HOUSE
1 COUSIN LANE",LONDON,EC4R 3TE,UNITED KINGDOM OF GB AND NI,'AT231830037000010170275',Entertainment-Restaurants
01/07/2023,DELIVEROO PLUS - UK     LONDON,7.99,,DELIVEROO PLUS - UK     LONDON,1 COUSIN LANE,LONDON,EC4R 3TE,UNITED KINGDOM OF GB AND NI,'AT231820039000010178289',Entertainment-Restaurants
01/07/2023,NETFLIX.COM             SAO PAULO,13.79,"Foreign Spend Amount: 81,70 BRAZILIAN REAL Commission Amount: 0.40 Currency Exchange Rate: 6.1015",NETFLIX.COM             SAO PAULO,"AV BERNADINO DE CAMPOS 98
SAO PAULO",,04004040,BRAZIL,'AT231830037000010160498',Communications-Internet Communication
01/07/2023,TESCO STORE 6490 6490TE LONDON,12.15,,TESCO STORE 6490 6490TE LONDON,HALE VILLAGE,LONDON,N17 9NE,UNITED KINGDOM OF GB AND NI,'AT231820039000010167035',General Purchases-Groceries
01/07/2023,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,3.60,,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,"CUSTOMER EXPERIENCE 4TH FLOOR
FAO SIMON FINE WINDSOR HOUSE
42-50 VICTORIA STREET",LONDON,SW1H 0TL,UNITED KINGDOM OF GB AND NI,'AT231830037000010200533',Travel-Other Travel
